"PackageFile","Sort","Aggregate","FuzzyLookup","FastLoadInactive","NoTABLOCK","LookupPartialNoCache","SELECT*","OLEDBCommand","CartesianCrossJoin","NonSargableFunctionPredicate","OnTheFlyFunctionExpression","NestedViewReference","PivotWindowFunction","UnionAll","NoLockAdvisory","MergeJoinComponent","ImplicitConversionIndicator","ScriptComponent","ADO.NET_or_ODBC_Provider","ExplicitBufferOrThreadSetting","TempStoragePathSetting","DestinationCommitSizeSetting","ExecutePackageTask","CheckpointSetting","FullReloadIndicator"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_PROXA_bgtmil.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_PROXA_UNITD.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5","1","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_QC_Grading_PKS.dtsx","0","0","0","2","0","0","9","0","0","0","0","0","0","0","0","0","9","0","21","0","0","9","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_BILLING.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_BKPF.dtsx","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","9","0","1","0","0","2","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_BSAD.dtsx","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","145","0","0","0","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_BSAS.dtsx","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","71","0","0","0","0","4","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_BSEG.dtsx","2","0","0","0","1","0","4","0","0","3","0","0","0","0","0","1","20","0","0","0","0","7","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_BSID.dtsx","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","145","0","0","0","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_BSIS.dtsx","0","0","0","0","0","0","1","0","0","2","0","0","0","0","0","0","59","0","0","0","0","2","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_COAS.dtsx","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","125","0","0","0","0","5","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_COEPR.dtsx","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","81","0","0","0","0","3","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_COVP.dtsx","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","115","0","0","0","0","5","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_COVP2.dtsx","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","115","0","0","0","0","5","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_COVP2A.dtsx","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","115","0","0","0","0","5","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_COVP3.dtsx","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","115","0","0","0","0","5","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_COVP3a.dtsx","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","115","0","0","0","0","5","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_COVP4.dtsx","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","115","0","0","0","0","5","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_COVP4a.dtsx","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","115","0","0","0","0","5","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_COVP5.dtsx","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","115","0","0","0","0","5","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_COVP5a.dtsx","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","115","0","0","0","0","5","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_FAGLFLEXT.dtsx","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","51","0","0","0","0","2","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_KNA1.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","2","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_LIKP.dtsx","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","157","0","0","0","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_LIPS.dtsx","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","250","0","0","0","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_MSEG.dtsx","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","11","0","0","0","0","1","0","0","1"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_PRPS.dtsx","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","133","0","0","0","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_PURCHASING.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","17","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_SKAT.dtsx","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_VBAK.dtsx","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","132","0","0","0","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_VBAP.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_VBKD.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_VBRP.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","0","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_ZVT_MSEGPF.dtsx","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","35","0","0","0","0","2","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_SAP_ZVTMSEGPF.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","0","0","2","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_Trans_Premi_Lembur.dtsx","0","0","0","0","0","0","0","0","0","19","1","0","0","0","0","0","18","0","63","0","0","18","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_WB_MSKaryawan.dtsx","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_XLS_BudgeEstate.dtsx","1","0","0","0","0","0","0","0","0","0","0","0","150","0","0","0","3","0","0","3","0","4","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_XLS_BudgetMill.dtsx","1","0","0","0","0","0","0","0","0","0","0","0","118","0","0","0","10","0","0","10","0","11","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_XLS_BudgetTahuanMill.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","111","0","0","0","2","0","0","2","0","2","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_XLS_BudgetTahunan.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_XLS_HariLibur.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_XLS_HKEEstate.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_XLS_HKEMill.dtsx","1","0","0","0","0","0","0","0","0","0","1","0","106","0","0","0","1","0","0","1","0","3","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_XLS_StandarMill.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_XLS_SupportEstate.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","12","0","13","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/STG_XLS_UNIT.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/TRX_Billing_DO.dtsx","0","0","0","0","0","0","0","0","0","2","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/TRX_Gaji_3NW.dtsx","0","0","0","1","0","0","0","0","0","1","0","1","0","0","0","0","1","0","0","0","0","1","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/TRX_HK_Alokasi.dtsx","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/TRX_Purchasing_Process.dtsx","4","0","0","0","0","0","0","0","0","1","0","2","0","0","0","2","2","0","0","0","0","6","0","0","0"
"SSISDB/BGADWH_SSIS/BGADWH_SSIS/wbpool.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","10","2","0","2","0","0","0"
"SSISDB/COGS/COGS/dim_cogs_measure.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"SSISDB/COGS/COGS/dim_company.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"SSISDB/COGS/COGS/dim_report_cogs.dtsx","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"SSISDB/COGS/COGS/fact_cogs.dtsx","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","2","0","0","0","0","1","0","0","0"
"SSISDB/COGS/COGS/stg_cogs_measure.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"SSISDB/COGS/COGS/stg_cogs_report_template.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"SSISDB/COGS/COGS/stg_CogsReport.dtsx","0","0","0","0","0","0","0","0","1","0","2","0","0","44","0","0","0","0","0","0","0","12","0","0","0"
"SSISDB/Controllable Profit/ControllableProfit/Excel%20to%20STG.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"SSISDB/Controllable Profit/ControllableProfit/Package1%201.dtsx","0","0","0","0","0","0","0","0","0","0","4","0","0","157","0","0","2","0","0","0","0","1","0","0","0"
"SSISDB/Controllable Profit/ControllableProfit/Package1.dtsx","0","0","0","0","0","0","0","0","0","1","5","0","0","157","0","0","2","0","0","0","0","1","0","0","0"
"SSISDB/Controllable Profit/ControllableProfit/STG%20to%20DWH.dtsx","0","0","0","0","0","0","6","0","0","9","68","31","20","122","0","0","0","0","0","0","0","6","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_DimActivity.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_DimBlock.dtsx","0","0","0","1","0","0","0","2","0","0","0","1","0","318","0","0","0","0","40","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_DimCompany.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_DimDate.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_DimIntiPlasma.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_DimLuasPanen.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_DimMandor.dtsx","0","0","0","0","0","0","0","0","0","0","0","3","0","1","0","0","0","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_DimParameterPuas.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_DimProduct.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_DimStandardMill.dtsx","0","0","0","1","0","0","0","1","0","0","0","0","0","82","0","0","0","0","8","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_DimTipeTBS.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_DimUnit.dtsx","0","0","0","1","0","0","0","1","0","0","0","0","0","152","0","0","4","0","14","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_DimVendor.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactActivity.dtsx","1","0","0","0","0","0","2","0","0","2","2","3","0","608","0","2","18","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactBlock.dtsx","1","0","0","0","0","0","1","0","0","2","2","3","0","656","0","2","2","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactBudgetActivity.dtsx","0","0","0","0","0","0","1","0","0","3","2","0","0","215","0","1","18","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactBudgetMill.dtsx","0","0","0","0","0","0","0","0","0","2","2","2","0","131","0","1","2","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactBudgetProduksiEstate.dtsx","0","0","0","0","0","0","1","0","0","2","2","3","0","149","0","1","9","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactBudgetSupportEstate.dtsx","0","0","0","0","0","0","1","0","0","2","2","2","0","151","0","1","6","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactHasilPanen.dtsx","1","0","0","0","0","0","1","0","0","2","2","3","0","450","0","2","2","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactPencurian.dtsx","1","0","0","0","0","0","0","0","0","3","4","0","0","398","0","2","2","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactPenerimaan.dtsx","1","0","0","0","0","0","5","0","0","2","2","3","0","619","0","2","19","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactPengiriman.dtsx","1","0","0","0","0","0","2","0","0","2","2","2","0","398","0","2","9","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactPengolahan.dtsx","1","0","0","0","0","0","0","0","0","2","2","2","0","376","0","2","2","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactProduksiEstate.dtsx","0","0","0","0","0","0","4","0","0","1","2","3","0","221","0","1","17","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactProduksiEstateBlock.dtsx","1","0","0","0","0","0","0","0","0","2","2","0","0","534","0","2","2","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactProduksiMill.dtsx","1","0","0","0","0","0","1","0","0","2","2","2","0","1086","0","2","7","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactPuas.dtsx","1","0","0","0","0","0","1","0","0","2","2","3","0","834","0","2","2","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactPuasDetail.dtsx","1","0","0","0","0","0","2","0","0","2","2","3","0","414","0","2","8","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactStock.dtsx","1","0","0","0","0","0","1","0","0","2","2","2","0","366","0","2","7","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactSupportEstate.dtsx","0","0","0","0","0","0","1","0","0","1","2","2","0","205","0","1","2","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/DWH_FactTargetPuas.dtsx","1","0","0","0","0","0","1","0","0","3","2","3","0","384","0","2","2","0","0","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/Group%20DWH%20ALL.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/Group%20DWH%20LapHarian.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/Group%20DWH%20Panen.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/Group_LKP_KNB_LFA_LFB.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/Group_TBS_Transaksi.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","5","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/Group_Trans_Material.dtsx","2","1","0","0","0","0","0","0","0","3","1","0","0","0","0","1","0","0","0","0","0","4","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/GroupSTG_Budget.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/GroupSTG_Initial_Trans.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/GroupSTG_LapHarianTrans.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","6","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/GroupSTG_Master.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/Package1.dtsx","0","0","0","1","0","0","0","2","0","0","0","0","0","880","0","0","0","0","38","0","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_1SAP_LFA_LFB.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_BGASTG_DataBlok.dtsx","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_BLOK_t_blok_kk.dtsx","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","29","0","10","2","0","2","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_BPS_BLOK.dtsx","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","0","0","50","0","0","10","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_BPS_Karyawan.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","50","0","0","10","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_BPS_KKD.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","55","0","79","23","0","23","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_BPS_LAP_HARIAN%201.dtsx","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","20","0","63","18","0","18","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_BPS_LAP_HARIAN.dtsx","0","0","0","0","0","0","10","0","0","0","0","0","0","0","0","0","60","0","74","22","0","20","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_BPS_LAP_HARIAN_ALL.dtsx","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","18","0","63","18","0","18","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_BPS_SPB.dtsx","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","30","0","90","10","0","30","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_BPS_SPB_1.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","9","1","0","3","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_BPS_Trans_Absensi_104.dtsx","0","0","0","0","0","0","0","0","0","3","0","0","0","303","0","0","2","0","9","0","0","2","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_BPS_Trans_Material.dtsx","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","9","0","49","0","0","9","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_BPS_Trans_Premi_Lembur_Panen.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","10","0","20","0","0","10","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_LHPP.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","1","0","8","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_LHPP_MAPPING.dtsx","0","0","0","0","0","0","0","0","0","7","12","0","0","0","0","0","2","0","0","0","0","6","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_LHPP_XLS%201.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","16","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_LHPP_XLS.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","24","0","0","0","0","14","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_LHPP_XLS_2017.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","16","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_LHPP_XLS_DEV.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","26","0","0","0","0","16","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_LKP_WGSIP.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","0","0","2","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_PROXA.dtsx","0","0","0","0","0","0","1","0","0","0","0","0","208","0","0","0","2","0","5","2","0","3","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_PROXA_UNITD.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","5","1","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_SAP_BSEG.dtsx","2","0","0","1","1","0","4","0","0","4","0","0","0","0","0","1","20","0","0","0","0","7","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_SAP_KNA1.dtsx","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","175","0","0","0","0","2","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_XLS_BudgeEstate.dtsx","1","0","0","0","0","0","0","0","0","0","0","0","150","0","0","0","3","0","0","3","0","4","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_XLS_BudgetMill.dtsx","1","0","0","0","0","0","0","0","0","0","0","0","118","0","0","0","8","0","0","8","0","9","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_XLS_BudgetTahuanMill.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_XLS_BudgetTahunan.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_XLS_Date_MS_Calender.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_XLS_HariLibur.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_XLS_HKEEstate.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_XLS_HKEMill.dtsx","1","0","0","0","0","0","0","0","0","0","1","0","106","0","0","0","1","0","0","1","0","3","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_XLS_StandarMill.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_XLS_SupportEstate.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","12","0","13","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/STG_XLS_UNIT.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0"
"SSISDB/Development/Dev_BGADWH_SSIS/wbpool.dtsx","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","10","2","0","2","0","0","0"
"SSISDB/Komparasi Overhead Metro/Komparasi Overhead Metro/DWH_STG_to_DWH_DM.dtsx","0","0","0","0","0","0","11","0","4","4","0","0","3","6","0","0","16","0","0","0","0","9","0","0","0"
"SSISDB/LKK Phase 2/LKK Phase 2/STG%20to%20DWH.dtsx","0","0","0","0","0","0","2","0","0","0","5","0","0","5","0","0","0","0","0","0","0","4","0","0","0"
