"job_id","job_name","step_id","step_name","folder_name","project_name","package_name","execution_count","avg_package_duration_sec","max_package_duration_sec","total_package_duration_sec","succeeded_count","failed_or_unexpected_count","anti_sort","anti_aggregate","anti_fuzzy_lookup","anti_fast_load_inactive","anti_no_tablock","anti_lookup_partial_no_cache","anti_select_star","anti_oledb_command","CartesianCrossJoin","NonSargableFunctionPredicate","OnTheFlyFunctionExpression","NestedViewReference","PivotWindowFunction","UnionAll","NoLockAdvisory","MergeJoinComponent","ImplicitConversionIndicator","ScriptComponent","ADO_NET_or_ODBC_Provider","ExplicitBufferOrThreadSetting","TempStoragePathSetting","DestinationCommitSizeSetting","ExecutePackageTask","CheckpointSetting","FullReloadIndicator","priority_level","priority_basis"
"BB4B3E3D-A4EB-4B41-8575-DC4E4C30AB25","DWH_TRAKSI_LHT","1","Staging","Project_Fact","DWH_TRAKSI","STG_TRAKSI_LHT.dtsx","2","61.07","115.42","122.14","2","0","0","0","0","1","0","0","0","0","0","0","0","0","138","0","0","0","0","0",,"0","0","4","0","0","0","P2","Material optimization/investigation candidate"
"840F2F31-8C8B-41A6-804B-11FEC3E6C541","MILL_COST_and_MILL_ENGINEERING","5","Fact Mill Engineering","Project_Fact","CIVIL_ENGINEERING_PROJECT","FACT_CIVIL_ENGINEERING.dtsx","1","58.72","58.72","58.72","1","0","0","4","0","0","0","0","2","0","6","24","12","0","732","14","0","0","2","0",,"0","0","6","0","0","0","P2","Material optimization/investigation candidate"
"FE9026B2-F82D-40D6-B45D-FC7BF486816F","SEQUENCE_TABLE_SAP_BSIS_BSAS_BSIK_BSAK_BSID_BSAD_BKPF","8","Seq_BKPF_EHP8","Sequence_Table","Sequence_Table","Seq_Staging_SAP_EHP8_BKPF.dtsx","7","55.99","128.16","391.93","7","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","9","0",,"0","0","1","0","0","1","P2","Material optimization/investigation candidate"
"44A9C4F2-577B-4735-A003-90B9C904A19C","Intercompany Loan","1","Daily INLOAN","Project_Fact","Inter Company Loan","FACT_INLOAN.dtsx","2","53.78","58.11","107.56","2","0","1","0","0","0","0","0","11","0","0","43","24","0","8","325","0","0","35","0",,"0","0","5","0","0","0","P2","Material optimization/investigation candidate"
"FE9026B2-F82D-40D6-B45D-FC7BF486816F","SEQUENCE_TABLE_SAP_BSIS_BSAS_BSIK_BSAK_BSID_BSAD_BKPF","5","Seq BSID_BSAD","Sequence_Table","Sequence_Table","Seq_BSID_BSAD.dtsx","7","52.89","75.93","370.23","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0",,"0","0","2","0","0","0","P3","Lower-impact or static-only optimization candidate"
"EFE670FB-DD03-469F-ADEE-CE0A6CF295BF","SPK_BAPP","3","Payment","Project_Fact","SPK_BAPP","Payment.dtsx","2","51.58","67","103.16","2","0","0","0","0","0","0","0","1","0","0","8","8","0","0","7","0","0","7","0",,"0","0","2","0","0","0","P2","Material optimization/investigation candidate"
"C7FA594A-DB20-460C-890A-B0B8EF449916","COMPARISON ESTATE vs MILL COST","2","Fact","Project_Fact","ESTATE_MILL_COST_PROJECT","FACT_ESTATE_MILL_COST.dtsx","2","50.1","75.2","100.21","2","0","8","0","0","0","0","0","2","0","12","0","0","0","0","940","71","6","24","0",,"0","0","8","0","0","0","P2","Material optimization/investigation candidate"
"0E2745CD-8B66-474F-BD05-4E2E9A36149F","SEQUENCE_TABLE_WB","1","Seq Staging WB","Sequence_Table","Sequence_Table","Seq_Staging_WB.dtsx","5","49.26","74.35","246.3","1","4","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","5","0",,"0","0","23","0","0","0","P1","High runtime or reliability impact"
"DE99768D-2EE9-43B7-999B-94D63699444F","SPARTA FACT","5","Fact Sparta Monitoring Input","Project_Fact","SPARTA_PROJECT","FACT_SPARTA_MONITORING_INPUT.dtsx","3","48.45","62.3","145.35","3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0",,"0","0","1","0","0","0","P3","Lower-impact or static-only optimization candidate"
"007BBACD-F35B-49EC-BE1D-0347660DDD1A","SMK3 Sustainability","1","Fact SMK3 Sustainability","Project_Fact","SUSTAINABILITY_SMK3","FACT_SUSTAIN_SMK3.dtsx","1","47.57","47.57","47.57","1","0","0","0","0","0","0","0","0","0","0","0","1","0","2","0","0","0","0","0",,"0","0","1","0","0","0","P3","Lower-impact or static-only optimization candidate"
