package_id,name,package_guid,description,package_format_version,version_major,version_minor,version_build,version_comments,version_guid,project_id,entry_point,validation_status,last_validation_time
95204,STG_PROXA_UNITD.dtsx,51595ECC-E875-4162-B847-6ADB6246B169,SSIS Package Description,8,1,0,11,,ACF427C1-3C12-4460-9611-A6F89E94ABFB,1,1,N,NULL
95326,STG_QC_Grading_PKS.dtsx,7B561A3C-1061-40D0-BF6E-6A92210E0632,,8,1,0,27,,46D9B07B-0CE8-4BFF-B1A0-818A7968E33D,1,1,N,NULL
95323,STG_SAP_BILLING.dtsx,A54F8CB7-8D8B-45E3-8F3B-C620975CEA25,,8,1,0,24,,3EA6EE7D-B8F7-4241-BEDB-19E3C48C7EDC,1,1,N,NULL
95290,STG_SAP_BKPF.dtsx,6229F383-4FF4-4BAE-9614-1370BF7656E6,,8,1,0,49,,105C876E-108F-4015-98CA-3EF941168322,1,1,N,NULL
95247,STG_SAP_BSAD.dtsx,93750961-3BBF-46DF-AF22-89CF7E352E0F,,8,1,0,14,,A882FD7B-E97C-4F44-BB68-726C2B828836,1,1,N,NULL
95284,STG_SAP_BSAS.dtsx,CEF011E7-0C3B-4FDA-B497-E48EBD67F434,,8,1,0,65,,BA9CEAEB-5231-458A-9AB0-A5E28D2F1031,1,1,N,NULL
95340,STG_SAP_BSEG.dtsx,3131B48A-8047-4ECF-89A3-926ADB847FDB,,8,1,0,221,,6DDC8E77-6B28-4405-A81C-079070559719,1,1,N,NULL
95248,STG_SAP_BSID.dtsx,7E653647-937C-4715-9E25-8157576175B5,,8,1,0,21,,25E021EE-5325-4B55-8C24-EF3CD211FBFC,1,1,N,NULL
95314,STG_SAP_BSIS.dtsx,DF2C351C-59C0-437B-A1B0-CB7FF40C3BC6,,8,1,0,27,,BBF3C933-A3A5-4D24-97AF-8465A36C11D8,1,1,N,NULL
95265,STG_SAP_COAS.dtsx,86740386-1391-4CC5-804D-201129F598D1,,8,1,0,129,,925FD71A-795A-447C-BFFF-15A9728B7F34,1,1,N,NULL
95266,STG_SAP_COEPR.dtsx,25345961-4C38-490F-8A89-354AF2B0E9DF,,8,1,0,32,,F9BFC448-D1E6-4014-9424-C273C2C9C009,1,1,N,NULL
95262,STG_SAP_COVP.dtsx,FB4C1D2C-7715-4CCB-BEC4-4A63B43AC28D,,8,1,0,243,,DD3C3526-4EE5-4B8E-8AE6-E9956002B2C0,1,1,N,NULL
95256,STG_SAP_COVP2.dtsx,DFFB399B-9D68-4169-9F89-261E7B285636,,8,1,0,224,,3E619EA7-7E61-4651-9400-CDE4DBB35879,1,1,N,NULL
